Identificador URL;Nome;Categorias;Nome da variação 1;Valor da variação 1;Nome da variação 2;Valor da variação 2;Nome da variação 3;Valor da variação 3;Preço;Preço promocional;Peso (kg);Altura (cm);Largura (cm);Comprimento (cm);Estoque;SKU;Código de barras;Exibir na loja;Frete gratis;Descrição;Tags;Título para SEO;Descrição para SEO;Marca;Produto Físico;MPN (Cód. Exclusivo Modelo Fabricante);Sexo;Faixa etária;Custo
decante-nishane-hundred-silent-ways;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-NISH-HUNDREDSILEN-5ML;;;NÃO;;;;;;SIM;;;;
decante-nishane-hundred-silent-ways;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-NISH-HUNDREDSILEN-10ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-althair;Decante Althaïr - Parfums de Marly;Decantes > Parfums de Marly;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PARF-ALTHAIR-2ML;;SIM;NÃO;"<p><strong>ALTHAÏR</strong> de <strong>PARFUMS DE MARLY</strong> é um perfume <em>Oriental Baunilha Masculino</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Hamid Merati-Kashani</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Canela</em>, <em>Cardamomo</em> e <em>Flor de Laranjeira</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Baunilha de Bourbon</em> e <em>Elemi</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Pralinê</em>, <em>Almíscar Branco</em> e <em>Guaiac</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Parfums de Marly, Althaïr, importado, perfume;Decante Althaïr - Parfums de Marly | Original Montalk;Compre decante original de Althaïr - Parfums de Marly fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Parfums de Marly;SIM;;;;
decante-parfums-de-marly-althair;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PARF-ALTHAIR-5ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-althair;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PARF-ALTHAIR-10ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-delina;Decante Delina - Parfums de Marly;Decantes > Parfums de Marly;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PARF-DELINA-2ML;;SIM;NÃO;"<p><strong>DELINA</strong> de <strong>PARFUMS DE MARLY</strong> é um perfume <em>Floral Frutado Feminino</em> lançado em <strong>2017</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Quentin Bisch</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Lichia</em>, <em>Ruibarbo</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa Turca</em>, <em>Peônia</em> e <em>Almíscar</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Cashmeran</em>, <em>Cedro</em> e <em>Vetiver</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Parfums de Marly, Delina, importado, perfume;Decante Delina - Parfums de Marly | Original Montalk;Compre decante original de Delina - Parfums de Marly fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Parfums de Marly;SIM;;;;
decante-parfums-de-marly-delina;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PARF-DELINA-5ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-delina;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PARF-DELINA-10ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-greenley;Decante Greenley - Parfums de Marly;Decantes > Parfums de Marly;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PARF-GREENLEY-2ML;;SIM;NÃO;"<p><strong>GREENLEY</strong> de <strong>PARFUMS DE MARLY</strong> é um perfume <em>Aromático Verde Compartilhável (Unissex)</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Marly</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Maçã Verde</em>, <em>Calábria</em> e <em>Tangerina</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Petitgrain</em>, <em>Cedro</em> e <em>Violeta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em>, <em>Musgo de Carvalho</em> e <em>Amberwood</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Parfums de Marly, Greenley, importado, perfume;Decante Greenley - Parfums de Marly | Original Montalk;Compre decante original de Greenley - Parfums de Marly fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Parfums de Marly;SIM;;;;
decante-parfums-de-marly-greenley;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PARF-GREENLEY-5ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-greenley;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PARF-GREENLEY-10ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-haltane;Decante Haltane - Parfums de Marly;Decantes > Parfums de Marly;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PARF-HALTANE-2ML;;SIM;NÃO;"<p><strong>HALTANE</strong> de <strong>PARFUMS DE MARLY</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2021</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Marly</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Sálvia Sclarea</em>, <em>Lavanda</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Pralinê</em> e <em>Açafrão</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Oud</em> e <em>Cedro</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Parfums de Marly, Haltane, importado, perfume;Decante Haltane - Parfums de Marly | Original Montalk;Compre decante original de Haltane - Parfums de Marly fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Parfums de Marly;SIM;;;;
decante-parfums-de-marly-haltane;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PARF-HALTANE-5ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-haltane;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PARF-HALTANE-10ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-layton;Decante Layton - Parfums de Marly;Decantes > Parfums de Marly;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PARF-LAYTON-2ML;;SIM;NÃO;"<p><strong>LAYTON</strong> de <strong>PARFUMS DE MARLY</strong> é um perfume <em>Oriental Floral Masculino</em> lançado em <strong>2016</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Hamid Merati-Kashani</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Maçã</em>, <em>Lavanda</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Gerânio</em>, <em>Violeta</em> e <em>Jasmim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Baunilha</em>, <em>Cardamomo</em>, <em>Sândalo</em> e <em>Guaiac</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Parfums de Marly, Layton, importado, perfume;Decante Layton - Parfums de Marly | Original Montalk;Compre decante original de Layton - Parfums de Marly fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Parfums de Marly;SIM;;;;
decante-parfums-de-marly-layton;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PARF-LAYTON-5ML;;;NÃO;;;;;;SIM;;;;
decante-parfums-de-marly-layton;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PARF-LAYTON-10ML;;;NÃO;;;;;;SIM;;;;
decante-penhaligons-halfeti;Decante Halfeti - Penhaligon's;Decantes > Penhaligon's;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PENH-HALFETI-2ML;;SIM;NÃO;"<p><strong>HALFETI</strong> de <strong>PENHALIGON'S</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2015</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Christian Provenzano</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Folha de Cipreste</em>, <em>Açafrão</em> e <em>Cardamomo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa</em>, <em>Nutmeg</em> e <em>Jasmin</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Couro</em>, <em>Oud</em>, <em>Cedro</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Penhaligon's, Halfeti, importado, perfume;Decante Halfeti - Penhaligon's | Original Montalk;Compre decante original de Halfeti - Penhaligon's fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Penhaligon's;SIM;;;;
decante-penhaligons-halfeti;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PENH-HALFETI-5ML;;;NÃO;;;;;;SIM;;;;
decante-penhaligons-halfeti;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PENH-HALFETI-10ML;;;NÃO;;;;;;SIM;;;;
decante-penhaligons-luna;Decante Luna - Penhaligon's;Decantes > Penhaligon's;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PENH-LUNA-2ML;;SIM;NÃO;"<p><strong>LUNA</strong> de <strong>PENHALIGON'S</strong> é um perfume <em>Floral Cítrico Feminino</em> lançado em <strong>2016</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Penhaligon</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Limão</em>, <em>Bergamota</em> e <em>Laranja Sanguínea</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa</em>, <em>Jasmim</em> e <em>Bagas de Zimbro</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em>, <em>Abeto</em> e <em>Âmbar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Penhaligon's, Luna, importado, perfume;Decante Luna - Penhaligon's | Original Montalk;Compre decante original de Luna - Penhaligon's fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Penhaligon's;SIM;;;;
decante-penhaligons-luna;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PENH-LUNA-5ML;;;NÃO;;;;;;SIM;;;;
decante-penhaligons-luna;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PENH-LUNA-10ML;;;NÃO;;;;;;SIM;;;;
decante-penhaligons-the-tragedy-of-lord-george;Decante The Tragedy of Lord George - Penhaligon's;Decantes > Penhaligon's;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-PENH-THETRAGEDYOF-2ML;;SIM;NÃO;"<p><strong>THE TRAGEDY OF LORD GEORGE</strong> de <strong>PENHALIGON'S</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2016</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Alberto Morillas</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Conhaque</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Notas de Barbear</em> e <em>Sabão</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Madeira de Âmbar</em> e <em>Fava Tonka</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Penhaligon's, The Tragedy of Lord George, importado, perfume;Decante The Tragedy of Lord George - Penhaligon's | Original Montalk;Compre decante original de The Tragedy of Lord George - Penhaligon's fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Penhaligon's;SIM;;;;
decante-penhaligons-the-tragedy-of-lord-george;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-PENH-THETRAGEDYOF-5ML;;;NÃO;;;;;;SIM;;;;
decante-penhaligons-the-tragedy-of-lord-george;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-PENH-THETRAGEDYOF-10ML;;;NÃO;;;;;;SIM;;;;
decante-replica-by-the-fireplace;Decante By the Fireplace - Replica;Decantes > Replica;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-REPL-BYTHEFIREPLA-2ML;;SIM;NÃO;"<p><strong>BY THE FIREPLACE</strong> de <strong>REPLICA</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2015</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Marie Salamagne</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Cravo-da-Índia</em>, <em>Pimenta Rosa</em> e <em>Flor de Laranjeira</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Castanha</em>, <em>Madeira Guaiac</em> e <em>Zimbro</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Baunilha</em>, <em>Peru Balsam</em> e <em>Cashmeran</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Replica, By the Fireplace, importado, perfume;Decante By the Fireplace - Replica | Original Montalk;Compre decante original de By the Fireplace - Replica fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Replica;SIM;;;;
decante-replica-by-the-fireplace;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-REPL-BYTHEFIREPLA-5ML;;;NÃO;;;;;;SIM;;;;
decante-replica-by-the-fireplace;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-REPL-BYTHEFIREPLA-10ML;;;NÃO;;;;;;SIM;;;;
decante-replica-jazz-club;Decante Jazz Club - Replica;Decantes > Replica;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-REPL-JAZZCLUB-2ML;;SIM;NÃO;"<p><strong>JAZZ CLUB</strong> de <strong>REPLICA</strong> é um perfume <em>Oriental Couro Masculino</em> lançado em <strong>2013</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Alienor Massenet</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Pimenta Rosa</em>, <em>Néroli</em> e <em>Limão</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rum</em>, <em>Óleo de Vetiver Java</em> e <em>Sálvia Clary</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Folha de Tabaco</em>, <em>Vagem de Baunilha</em> e <em>Styrax</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Replica, Jazz Club, importado, perfume;Decante Jazz Club - Replica | Original Montalk;Compre decante original de Jazz Club - Replica fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Replica;SIM;;;;
decante-replica-jazz-club;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-REPL-JAZZCLUB-5ML;;;NÃO;;;;;;SIM;;;;
decante-replica-jazz-club;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-REPL-JAZZCLUB-10ML;;;NÃO;;;;;;SIM;;;;
decante-roja-parfums-burlington-1819;Decante Burlington 1819 - Roja Parfums;Decantes > Roja Parfums;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-ROJA-BURLINGTON18-2ML;;SIM;NÃO;"<p><strong>BURLINGTON 1819</strong> de <strong>ROJA PARFUMS</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Roja Dove</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Toranja</em>, <em>Hortelã</em>, <em>Lima</em>, <em>Laranja Amarga</em> e <em>Mandarina</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Gengibre</em>, <em>Cominho</em>, <em>Açafrão</em>, <em>Canela</em>, <em>Benjoim</em> e <em>Ládano</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Tabaco</em>, <em>Âmbar Cinzento</em>, <em>Musgo de Carvalho</em>, <em>Rum</em>, <em>Madeira de Cashmere</em>, <em>Almíscar</em>, <em>Cedro</em> e <em>Baunilha</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Roja Parfums, Burlington 1819, importado, perfume;Decante Burlington 1819 - Roja Parfums | Original Montalk;Compre decante original de Burlington 1819 - Roja Parfums fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Roja Parfums;SIM;;;;
decante-roja-parfums-burlington-1819;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-ROJA-BURLINGTON18-5ML;;;NÃO;;;;;;SIM;;;;
decante-roja-parfums-burlington-1819;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-ROJA-BURLINGTON18-10ML;;;NÃO;;;;;;SIM;;;;
